Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges
0,0,0,0,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0
0,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85
0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,84.3
1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,84.4
1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45
1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95
0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4
0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55
1,0,0,0,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8
0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.55
1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4
1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8
1,0,1,0,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4
0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75
1,0,1,0,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0
1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7
1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7
0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05
1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2
0,0,1,0,8,1,0,2,1,1,1,1,1,1,1,1,3,19.75
1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.7
1,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,76.65
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8
0,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,2,42.6
0,0,0,0,29,1,0,0,2,2,2,0,0,2,0,1,0,68.85
1,0,1,0,2,1,0,1,0,0,2,2,0,2,0,0,1,90.0
0,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,75.35
1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85
0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,69.95
0,0,1,0,63,1,2,1,0,2,2,0,2,2,1,1,2,107.5
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85
0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1
0,0,0,0,1,1,0,1,0,2,0,2,2,0,0,0,2,91.7
0,0,0,0,16,1,2,1,0,2,2,0,0,2,0,1,1,95.6
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.95
1,1,0,0,10,1,2,1,0,0,0,0,2,2,0,1,2,95.35
0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,45.0
1,1,1,0,12,1,0,1,0,0,0,0,0,2,0,1,2,80.45
0,0,1,0,42,1,0,1,0,0,0,0,2,0,0,1,1,77.95
1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.7
1,1,0,0,1,1,2,1,0,0,2,0,2,0,0,1,2,88.8
1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,2,90.25
0,0,0,0,15,1,2,0,2,0,0,0,0,2,0,1,0,64.65
1,1,1,0,13,1,0,1,0,2,0,2,0,2,0,1,0,89.05
1,0,1,0,67,1,2,1,0,2,2,0,0,0,1,0,2,87.4
0,1,0,0,23,1,0,1,0,2,0,0,2,2,0,1,2,94.75
0,0,0,0,35,1,2,1,0,0,0,0,2,0,0,1,2,86.45
0,0,1,0,56,1,2,1,0,2,0,0,2,2,1,1,2,98.25
0,0,1,0,9,1,0,1,0,0,2,0,0,0,0,1,0,75.75
0,1,1,0,17,1,2,1,2,0,2,0,0,0,0,1,0,85.35
1,0,0,0,48,1,2,1,0,2,2,0,2,2,1,1,1,106.1
1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,2,45.05
0,0,0,0,34,1,2,1,2,2,2,0,2,2,0,1,3,109.8
0,1,0,0,42,1,2,1,0,0,0,0,2,0,0,1,2,84.65
1,0,1,0,11,1,0,1,0,0,0,0,2,0,0,1,0,79.5
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,3,85.8
1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.1
0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,3,44.3
1,0,1,0,50,1,2,1,2,0,2,0,2,2,0,0,1,105.95
1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.75
1,0,1,0,51,1,2,1,0,0,0,0,2,2,0,1,2,94.65
0,0,0,0,46,1,2,1,0,0,0,0,2,2,0,0,0,96.05
1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,50.15
0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,113.6
0,0,0,0,29,1,0,1,0,0,0,0,2,0,0,1,2,78.9
0,0,1,0,26,1,2,0,0,2,0,2,0,0,0,1,2,60.05
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,34.7
1,0,0,0,3,1,2,1,0,0,0,0,0,2,0,1,2,85.3
0,0,1,0,66,1,2,1,0,2,2,0,2,2,1,1,1,102.45
0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,0,104.4
1,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,99.75
1,0,0,0,4,1,0,0,0,0,2,2,2,2,0,1,2,74.4
0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,1,74.25
1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,1,2,59.85
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6
1,0,0,0,9,0,1,0,0,0,0,0,2,2,0,1,2,45.4
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9
0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,87.15
0,0,1,0,3,1,2,1,0,0,0,0,0,2,0,1,0,84.75
1,0,0,0,14,1,2,1,0,0,0,2,2,0,0,1,2,89.95
0,1,0,0,41,1,2,1,2,2,2,0,2,2,0,1,2,113.2
1,1,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,90.5
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,79.0
0,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,0,20.15
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35
0,0,0,0,38,1,0,1,0,2,2,2,0,0,0,1,1,84.25
0,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,0,78.1
0,0,1,0,19,1,2,1,0,0,2,0,0,2,0,0,3,89.65
0,0,0,0,10,1,2,1,2,0,0,0,2,2,0,1,2,98.7
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.35
0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,79.15
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,1,2,85.0
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,0,2,85.3
0,0,0,0,31,1,2,1,0,0,0,0,2,0,0,1,1,86.55
1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85
1,1,1,0,57,0,1,0,0,0,0,0,2,2,0,1,2,44.85
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.1
1,0,0,0,24,1,0,1,0,0,0,2,2,2,0,1,2,96.0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.05
1,0,1,0,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55
0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,2,35.1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.15
1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,43.3
0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15
0,0,1,0,19,1,0,1,2,0,0,0,0,0,0,1,2,73.2
1,0,0,0,52,1,0,1,0,2,0,0,0,2,0,1,2,85.35
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95
0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,0,2,83.75
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05
1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,86.0
0,1,1,0,35,1,2,1,2,2,0,2,2,0,0,1,0,100.5
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65
0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,2,21.0
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1
1,1,1,0,30,1,0,0,0,2,0,0,0,0,0,1,0,50.4
0,1,0,0,5,1,0,1,0,0,0,0,0,2,0,0,2,78.95
1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45
0,0,0,0,44,1,2,1,0,2,2,0,0,0,0,1,0,84.8
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9
1,0,1,0,49,1,2,1,0,0,2,0,2,2,0,1,2,99.8
1,0,1,0,47,1,2,1,0,0,2,2,2,2,0,1,0,107.35
0,0,1,0,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55
0,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,2,79.1
1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.75
1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,91.85
1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,75.35
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.45
1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,0,49.55
1,0,0,0,69,1,2,0,2,2,2,2,0,2,1,1,1,78.6
0,0,1,0,7,1,0,1,0,0,0,0,2,0,0,1,2,81.1
1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,74.95
1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.55
0,0,1,0,25,1,0,1,0,2,2,0,2,0,0,1,0,89.15
1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,108.85
0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.75
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.95
0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6
1,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,74.95
0,0,0,0,57,1,0,1,0,0,2,0,2,2,2,1,2,95.25
1,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,3,89.85
0,0,1,0,49,1,2,1,0,2,0,0,2,2,1,0,3,100.45
1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,47.15
1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2
0,0,0,0,4,1,2,1,0,0,2,2,0,0,0,1,3,87.1
1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,75.9
0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,98.75
0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3
1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1
0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.0
1,0,1,0,67,1,0,1,2,2,0,0,0,2,1,1,1,90.6
0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,88.15
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2
0,0,1,0,26,1,0,1,0,0,0,0,2,2,0,1,2,90.8
1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35
1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8
1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35
0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,49.4
0,0,1,0,22,1,2,0,2,0,0,2,2,2,0,1,2,79.2
1,0,1,0,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7
0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.6
0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,59.75
0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,108.15
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.35
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.15
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,69.75
0,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,93.2
1,0,1,0,17,1,0,1,0,0,0,0,2,0,0,0,2,80.85
0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,2,33.65
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.95
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.3
0,0,1,0,37,1,2,1,2,0,2,2,0,2,1,1,2,99.2
0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,85.2
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,75.25
1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,54.35
1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,2,24.95
1,0,1,0,40,0,1,0,2,2,2,0,0,0,1,1,2,42.35
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.3
1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,94.8
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.55
0,0,1,0,33,1,2,1,0,0,0,0,0,2,0,0,1,86.15
0,0,1,0,30,1,2,1,0,0,0,0,0,2,0,1,2,85.0
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.55
0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,2,75.8
1,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,2,98.5
1,1,1,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.25
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,3,74.4
0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,85.15
0,1,0,0,2,1,2,1,0,0,2,0,0,2,0,1,2,88.55
1,0,1,1,24,1,2,0,2,0,0,0,0,0,0,0,2,54.75
0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,91.3
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.5
1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,3,70.1
1,0,1,0,67,1,2,1,2,2,2,0,2,2,1,1,2,111.3
1,1,1,0,57,1,2,1,0,2,2,0,0,2,0,1,0,95.25
0,0,1,0,7,1,0,1,0,0,2,0,2,0,0,1,2,86.25
0,1,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,100.8
0,0,0,0,14,1,0,1,0,2,0,0,0,2,0,1,2,86.3
0,0,0,0,28,1,2,1,0,2,0,0,0,2,0,1,2,89.95
1,1,1,0,17,1,0,1,0,2,0,0,0,0,0,1,2,76.45
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.0
0,0,0,0,34,1,2,0,2,2,0,2,0,0,1,1,3,64.4
0,0,1,0,1,1,2,1,2,0,2,0,2,2,0,1,2,102.45
0,0,0,0,3,1,0,1,0,0,2,2,0,0,0,0,1,80.1
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.2
0,0,0,0,6,1,0,1,2,2,2,2,0,2,0,1,0,98.15
1,0,0,0,12,1,2,1,0,2,2,2,2,2,0,1,3,112.95
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.9
0,1,0,0,3,1,0,1,0,0,2,0,2,0,0,1,2,86.85
1,0,1,0,23,1,0,1,2,0,0,2,2,2,0,1,2,99.85
1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.5
1,0,0,0,65,1,2,1,0,2,2,2,2,2,0,1,2,109.15
0,0,0,0,16,1,2,0,0,0,2,0,0,2,0,1,1,65.2
1,1,1,0,66,1,2,1,0,0,2,0,2,2,0,1,1,99.5
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.55
1,0,1,0,53,1,2,1,2,0,2,0,0,2,0,0,2,93.9
1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,0,108.4
0,0,1,0,13,0,1,0,0,0,2,0,2,2,0,1,0,48.75
0,0,0,0,4,1,2,1,0,0,0,0,2,0,0,1,2,85.65
1,0,0,0,12,1,2,1,0,2,2,0,2,2,0,1,2,106.7
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.15
0,0,1,0,54,1,2,1,0,2,2,2,2,2,1,0,2,110.35
0,0,1,0,48,1,2,1,2,2,0,0,2,2,1,1,1,103.25
1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,47.8
0,0,0,0,29,1,2,1,0,0,2,0,2,2,0,1,1,98.6
0,1,1,0,15,1,2,1,0,0,2,2,0,0,0,1,2,83.05
1,0,1,0,17,1,0,1,0,0,0,0,0,0,0,1,0,70.4
0,1,0,0,56,1,2,1,0,2,2,0,2,2,1,1,0,104.75
0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,94.25
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.15
0,0,1,0,33,1,2,1,2,0,2,0,2,2,1,1,3,103.7
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,88.35
0,0,1,0,8,1,0,1,0,0,2,0,2,2,0,1,2,94.2
0,0,0,0,5,1,0,1,0,2,0,0,2,2,0,1,2,96.25
0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.7
0,0,1,0,42,0,1,0,0,2,0,2,0,0,1,0,3,33.55
0,1,1,0,40,1,2,1,0,0,0,0,2,2,0,1,1,94.55
0,0,0,0,57,1,2,1,2,2,2,0,2,2,2,1,0,112.95
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,35.9
1,0,0,0,38,1,2,1,0,0,2,0,2,2,0,1,0,99.25
1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,24.45
0,0,0,0,8,1,2,1,2,0,0,2,2,2,0,1,0,103.35
1,1,0,0,7,1,2,1,0,0,0,0,2,0,0,1,2,84.8
0,1,0,0,31,1,2,1,0,2,0,0,2,2,0,1,2,99.95
0,0,0,0,18,1,2,1,0,2,0,0,2,0,0,1,1,90.0
0,1,0,0,14,1,2,1,0,2,2,0,2,2,0,1,2,104.85
1,0,1,0,28,1,2,1,2,2,0,0,2,2,1,0,2,106.1
1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,1,74.2
0,0,0,0,5,1,0,1,0,2,0,2,0,2,0,1,2,89.35
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,77.15
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,35.25
1,0,1,0,4,0,1,0,0,2,0,0,2,2,0,1,2,48.55
0,0,1,0,53,1,2,1,0,2,0,0,2,2,0,1,1,98.4
1,1,1,0,59,1,2,1,0,0,0,0,2,2,0,1,0,93.85
1,1,1,0,46,1,2,1,2,2,2,0,2,0,0,1,2,100.7
0,0,0,0,14,1,2,1,0,0,2,0,0,0,0,1,2,80.45
1,0,0,0,31,1,0,0,0,0,2,2,0,0,0,1,2,55.25
1,0,1,0,13,0,1,0,2,0,0,2,2,2,0,1,2,54.45
1,0,0,0,35,1,2,1,0,0,0,0,0,0,0,0,1,75.35
1,0,0,0,2,1,0,1,2,0,0,0,0,0,0,1,2,75.7
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.25
0,1,0,0,25,1,2,1,0,2,0,0,0,2,0,1,2,89.7
0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.4
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,69.5
1,1,1,0,36,1,2,1,0,0,0,0,0,2,0,1,1,85.25
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.4
0,0,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,83.3
0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,80.1
1,1,0,0,45,1,0,0,2,0,2,0,0,2,1,0,1,62.7
1,0,0,0,25,1,2,2,1,1,1,1,1,1,1,0,0,25.3
1,0,0,0,13,1,2,1,2,0,0,0,2,2,0,0,3,98.15
1,0,0,0,46,1,2,1,2,2,0,0,0,2,0,1,2,93.7
1,1,0,0,25,1,2,1,0,2,2,0,2,2,0,0,3,105.95
1,0,0,0,18,1,2,0,0,0,2,2,2,2,1,1,1,82.0
1,0,1,0,60,1,2,1,0,2,2,0,2,0,0,1,2,95.75
1,0,1,0,30,1,2,1,0,0,0,0,2,2,0,1,1,94.05
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,54.75
1,1,0,0,39,1,2,1,0,0,0,0,2,2,0,1,0,95.65
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,94.6
0,1,1,0,31,1,0,1,0,0,2,2,2,2,0,1,2,98.9
1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.05
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.75
1,0,1,1,7,0,1,0,2,0,0,2,0,0,0,1,2,34.5
1,0,1,0,61,1,2,1,0,2,2,0,2,2,0,1,2,105.55
0,0,0,1,39,0,1,0,0,0,2,0,0,0,0,0,1,30.1
1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.3
0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,3,80.2
0,0,1,0,67,1,2,1,2,0,0,2,0,2,1,1,1,94.35
1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,1,0,44.6
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6
0,1,0,0,33,1,2,1,0,2,2,2,2,2,0,1,2,110.45
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,70.7
1,1,1,0,7,1,2,1,0,0,2,0,2,2,0,1,2,99.25
1,0,1,0,1,1,0,1,0,0,0,2,2,0,0,1,2,84.8
1,0,0,0,52,1,0,1,0,2,2,2,2,2,1,1,0,105.0
1,0,0,0,22,1,2,0,2,0,0,0,0,0,0,1,2,54.45
0,0,1,0,47,1,0,1,0,0,2,0,0,2,0,1,2,85.3
0,0,0,0,33,1,2,1,0,0,0,0,0,2,0,1,2,83.35
1,0,0,0,18,0,1,0,0,2,2,0,0,0,0,1,1,33.5
1,0,0,0,24,1,0,1,0,0,0,0,2,2,0,1,2,90.35
1,0,1,0,1,1,0,1,0,0,0,0,2,2,0,1,2,90.75
0,0,0,0,4,1,2,1,0,2,0,0,2,0,0,0,3,89.6
1,0,0,0,2,0,1,0,0,0,2,0,2,2,0,1,2,49.25
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75
0,0,0,0,19,1,2,1,2,2,0,0,0,2,0,1,2,95.15
1,0,0,0,22,1,2,1,2,0,0,0,2,2,0,1,0,101.35
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,70.05
1,0,1,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.65
1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,3,50.4
0,0,0,0,7,1,2,1,2,0,0,0,0,0,0,1,3,79.65
1,1,0,0,19,1,2,1,0,0,2,0,0,0,0,1,2,79.85
1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,78.75
1,1,1,0,8,1,0,1,0,0,0,0,2,0,0,1,1,80.45
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,50.1
1,0,1,0,2,1,0,1,0,0,2,0,0,0,0,0,2,76.4
1,0,0,0,3,1,0,1,0,0,2,2,2,2,0,1,2,98.7
0,1,0,0,13,1,2,1,2,0,0,0,2,2,0,1,2,100.8
0,0,1,0,28,1,0,1,0,0,0,0,2,2,1,1,0,90.1
1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,2,51.55
1,1,0,0,10,1,0,1,0,0,0,0,0,2,0,1,2,79.25
1,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,0,94.85
0,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,85.7
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.4
1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,89.5
1,1,1,0,1,1,2,1,0,0,0,0,2,0,0,1,2,86.05
1,0,0,0,4,0,1,0,0,0,0,0,2,2,0,1,2,44.55
1,0,1,1,31,0,1,0,2,0,0,2,0,0,0,0,0,35.4
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,0,3,95.65
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.95
1,1,1,0,16,1,0,1,0,2,0,0,0,0,0,1,1,74.3
1,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,2,85.35
0,0,0,0,25,1,0,0,2,2,2,2,2,0,1,0,3,74.3
0,0,0,0,4,1,0,1,0,0,2,2,2,2,0,1,0,98.1
0,0,0,0,50,1,2,1,2,2,0,2,2,2,2,1,2,109.65
0,1,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.55
1,0,0,0,3,1,2,1,0,0,2,0,2,2,0,1,2,100.95
1,0,0,0,10,1,0,1,0,0,2,0,2,2,0,1,2,94.9
1,1,1,0,32,1,2,1,0,0,2,2,2,2,0,1,2,104.9
1,0,1,0,9,0,1,0,0,0,0,0,0,0,1,0,0,24.1
1,0,1,0,66,1,2,1,0,2,0,2,2,2,1,1,2,104.05
1,0,0,0,3,1,0,1,0,0,2,2,2,0,0,1,3,88.35
1,0,1,0,29,1,0,1,2,0,0,0,2,2,0,0,1,94.65
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4
0,0,1,1,41,1,2,0,2,2,2,2,0,2,0,0,1,79.9
1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7
0,1,1,0,12,1,2,1,0,2,2,0,2,0,0,1,2,98.1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5
0,1,1,0,4,1,2,1,2,0,0,0,2,2,0,1,2,99.6
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.95
1,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.35
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,91.1
1,0,1,0,14,1,2,1,0,0,0,0,2,0,0,1,2,86.1
1,0,0,0,25,1,2,1,0,0,0,0,2,2,0,1,0,94.7
